emotion_quadrant,music_name,SVM,Random Forest,Neural Network,SVM (Q1),SVM (Q2),SVM (Q3),SVM (Q4),Random Forest (Q1),Random Forest (Q2),Random Forest (Q3),Random Forest (Q4),Neural Network (Q1),Neural Network (Q2),Neural Network (Q3),Neural Network (Q4),Fold,total_midi_events,duration,num_unique_tracks,num_unique_channels,avg_note_pitch,std_note_pitch,min_note_pitch,max_note_pitch,pitch_range,avg_note_velocity,std_note_velocity,num_note_on_events,num_note_off_events,num_set_tempo_events
Q2,Q2_1TAKQK3s6qQ_0,Q2,Q2,Q2,0.295453,0.605104,0.0312759,0.0681668,0.075,0.925,0,0,0.0534524,0.946083,0.000125108,0.000339507,15,1112,56.0326,2,1,50.3302,12.2563,23,78,55,46.3226,47.7449,1060,0,1
Q4,Q4_kfYaGryaGzI_1,Q4,Q4,Q3,0.0070925,0.0137722,0.398601,0.580534,0.12,0.05,0.34,0.49,0.000124909,0.00427481,0.736349,0.259251,15,142,49.9922,2,1,70.2453,13.252,44,94,50,32.0943,34.7597,106,0,1
Q1,Q1_e838BE_MH6s_1,Q1,Q1,Q1,0.475744,0.493002,0.0101713,0.0210832,0.805,0.195,0,0,0.694262,0.302673,0.000319452,0.00274525,15,454,19.9922,2,1,62.91,13.9639,24,94,70,43.7749,44.854,422,0,1
Q2,Q2_UTo7E0evQWw_0,Q1,Q1,Q1,0.455661,0.510645,0.0128849,0.0208094,0.625,0.275,0.1,0,0.685336,0.262691,0.0197944,0.0321787,15,500,36.7526,2,1,61.6468,14.121,30,93,63,41.3511,42.5589,470,0,1
Q2,Q2_D-gDPh9ZpFk_0,Q2,Q1,Q1,0.424607,0.560523,0.00612815,0.00874142,0.8,0.2,0,0,0.516136,0.441815,0.013825,0.0282237,15,678,36.9518,2,1,57.2052,10.9157,31,83,52,37.6205,38.2939,614,0,1
Q2,Q2_b8HVQtIoBYU_0,Q2,Q2,Q2,0.423467,0.515392,0.0217586,0.0393823,0.241667,0.4375,0.0833333,0.2375,0.288149,0.625276,0.0595918,0.026983,15,468,39.9922,2,1,51.2336,13.312,24,79,55,36.6449,37.1139,428,0,1
Q4,Q4_k-FNDbK6Qhg_1,Q1,Q1,Q1,0.4368,0.431623,0.0593626,0.0722137,0.819048,0.0809524,0,0.1,0.732688,0.17933,0.0244743,0.0635077,15,552,29.9922,2,1,64.9289,13.3979,35,89,54,34.2727,35.1609,506,0,1
Q4,Q4_j8Ir-ssM-AA_1,Q4,Q4,Q4,0.0174296,0.0330015,0.304104,0.645465,0,0,0.266667,0.733333,0.0198547,0.0321726,0.403201,0.544772,15,424,35.9414,2,1,58.2265,10.0375,39,74,35,24.0276,25.5535,362,0,1
Q3,Q3_JNzqL24ZcZ8_0,Q4,Q3,Q4,0.0135531,0.0241263,0.31654,0.64578,0,0.06,0.59,0.35,0.000182393,0.00316683,0.325089,0.671561,15,568,52.5026,2,1,57.8826,8.69499,25,83,58,15.858,17.6257,528,0,1
Q3,Q3_QJlnTN7HRwE_1,Q4,Q4,Q4,0.0198196,0.0306621,0.27602,0.673498,0,0.1,0.433333,0.466667,0.0180043,0.0282113,0.281373,0.672412,15,250,29.9922,2,1,64.0388,11.2201,41,79,38,26.5,28.9086,206,0,1
Q2,Q2_x5ibvz38jOs_0,Q1,Q2,Q2,0.471492,0.506188,0.00894831,0.0133708,0.183333,0.816667,0,0,0.479024,0.518293,0.000818513,0.00186418,15,564,29.9922,2,1,69.1161,13.282,25,92,67,42.8502,43.3343,534,0,1
Q1,Q1_SlsXsqotUis_0,Q2,Q1,Q2,0.402464,0.578839,0.00887532,0.00982136,0.9,0.1,0,0,0.349623,0.650196,0.000121939,5.84633e-05,15,940,37.832,2,1,63.9381,15.7662,24,100,76,45.6814,46.4255,904,0,1
Q1,Q1_UJcnNfeCN1c_3,Q1,Q1,Q1,0.444327,0.188834,0.141633,0.225207,0.458333,0.075,0.375,0.0916667,0.838034,0.0385029,0.0264428,0.0970201,15,298,19.9922,2,1,59.8855,9.04619,42,78,36,33.9733,34.5193,262,0,1
Q1,Q1_gwmVjvR-sVs_0,Q1,Q1,Q1,0.445269,0.522027,0.0148706,0.0178332,0.501667,0.498333,0,0,0.624311,0.375483,5.5214e-05,0.000151051,15,674,29.9922,2,1,65.472,15.4205,23,98,75,49.0217,49.6265,644,0,1
Q1,Q1_UOSlDydo94E_1,Q1,Q1,Q1,0.478543,0.47324,0.0172121,0.0310053,0.5,0.288889,0.0666667,0.144444,0.684904,0.274728,0.0174597,0.0229087,15,416,29.9922,2,1,60.9402,11.7481,29,76,47,38.1685,39.558,368,0,1
Q2,Q2_Iq6g_4AwUWs_1,Q2,Q1,Q2,0.444043,0.533041,0.0108002,0.0121163,0.675,0.325,0,0,0.406227,0.592584,0.000622398,0.000566925,15,580,29.9922,2,1,66.5902,17.138,24,96,72,44.2519,44.7068,532,0,1
Q3,Q3_wqc8iqbDsGM_0,Q4,Q3,Q3,0.0268842,0.0383802,0.407462,0.527273,0.158333,0,0.596667,0.245,0.00597958,0.00734426,0.779181,0.207495,15,406,49.0117,2,1,68.7886,13.4179,38,103,65,31.0429,32.3931,350,0,1
Q2,Q2_AWNbcxXDmt0_0,Q2,Q2,Q1,0.416986,0.568814,0.00764584,0.00655383,0.35,0.65,0,0,0.571814,0.426612,0.000661809,0.000912663,15,784,29.9922,2,1,65.2,13.5644,28,100,72,41.4176,42.5659,740,0,1
Q4,Q4_1vjy9oMFa8c_0,Q4,Q3,Q3,0.0811055,0.16474,0.260733,0.493422,0.0933333,0.19,0.516667,0.2,0.0124947,0.160845,0.581916,0.244744,15,514,59.9922,2,1,57.3064,13.3053,27,82,55,28.4149,30.7982,470,0,1
Q3,Q3__vZOEQCYSaY_2,Q4,Q3,Q3,0.0388403,0.0654622,0.39021,0.505488,0.0833333,0.1,0.591667,0.225,0.0158778,0.0514274,0.792979,0.139716,15,712,39.1823,2,1,71.2885,8.4823,41,85,44,25.4,28.0283,610,0,1
Q4,Q4_JxSU49jFKwM_0,Q4,Q4,Q4,0.00327018,0.012565,0.226358,0.757807,0.0333333,0,0.25,0.716667,0.000985827,0.00932404,0.290138,0.699552,15,398,49.9922,2,1,59.4048,10.7349,41,84,43,25.7262,27.0564,336,0,1
Q3,Q3_D8Ed5PZXfF4_0,Q4,Q4,Q4,0.00627596,0.0203296,0.303123,0.670272,0,0,0.1125,0.8875,0.000451056,0.00813531,0.469174,0.52224,15,394,49.9922,2,1,56.8032,11.6082,36,76,40,20.1037,23.3377,376,0,1
Q3,Q3_JNzqL24ZcZ8_1,Q3,Q3,Q3,0.00897351,0.0270262,0.464989,0.499012,0,0,0.7675,0.2325,3.0321e-05,0.000791787,0.505646,0.493532,15,472,39.9922,2,1,60.1629,6.31168,36,73,37,14.362,15.7798,442,0,1
Q1,Q1_2Z9SjI131jA_7,Q4,Q3,Q4,0.187945,0.138603,0.205078,0.468374,0.203333,0.16,0.47,0.166667,0.247992,0.0816115,0.177055,0.493342,15,480,39.9922,2,1,63.6376,10.5956,38,91,53,33.7336,34.2294,458,0,1
Q2,Q2_CxFXrYgdSSI_2,Q1,Q3,Q1,0.404048,0.410992,0.137258,0.0477019,0.24,0.36,0.4,0,0.69444,0.167699,0.128441,0.00941978,15,978,49.9922,2,1,67.1776,15.3233,33,101,68,32.386,33.6042,912,0,1
Q4,Q4_MT2_mXn-vGU_0,Q4,Q3,Q4,0.0136377,0.0372272,0.240337,0.708798,0.12,0.0911111,0.408889,0.38,0.00694379,0.0664409,0.366606,0.560009,15,362,46.6823,2,1,65.3187,8.25333,35,83,48,29.4219,31.0617,320,0,1
Q1,Q1_Ie5koh4qvJc_12,Q2,Q2,Q3,0.181383,0.413859,0.254341,0.150417,0.22,0.38,0.35,0.05,0.0796637,0.191196,0.653758,0.0753819,15,1794,66.5521,2,1,63.2984,11.7895,38,103,65,28.1868,29.4573,1756,0,1
Q4,Q4_1Qc15G0ZHIg_0,Q4,Q4,Q1,0.207728,0.232743,0.199125,0.360404,0.11,0.24,0.133333,0.516667,0.34659,0.234838,0.173552,0.24502,15,336,29.3424,2,1,56.8333,11.2482,28,76,48,29.6042,30.6024,288,0,1
Q3,Q3_ltxNPJda7zE_2,Q1,Q2,Q1,0.402642,0.493367,0.0266879,0.0773024,0.225,0.475,0.1,0.2,0.40714,0.380054,0.0686251,0.144181,15,442,39.9922,2,1,57.3542,11.0588,26,93,67,41.1328,42.6954,384,0,1
Q4,Q4_3N2G21U7guk_1,Q4,Q3,Q1,0.263976,0.14456,0.201094,0.390371,0.191667,0.127381,0.497619,0.183333,0.311907,0.233129,0.208738,0.246226,15,336,29.9922,2,1,66.2,10.2046,38,79,41,32.2167,33.4086,300,0,1
Q1,Q1_2Z9SjI131jA_12,Q1,Q4,Q1,0.277571,0.197638,0.177396,0.347395,0.266667,0.0333333,0.133333,0.566667,0.374341,0.181236,0.124951,0.319472,15,580,29.9922,2,1,65.3869,10.5635,36,86,50,29.4416,30.3961,548,0,1
Q4,Q4_Q49PWE0RJLY_1,Q4,Q4,Q4,0.08931,0.0922551,0.201594,0.616841,0.26,0.106667,0.229167,0.404167,0.15477,0.0753437,0.193765,0.576122,15,442,36.6419,2,1,60.9688,11.9769,35,87,52,29.8255,30.9176,384,0,1
Q1,Q1_gSwv8hZGM-s_1,Q1,Q2,Q1,0.468633,0.520946,0.0028307,0.00759062,0.433333,0.566667,0,0,0.646235,0.349147,0.00109745,0.00352032,15,554,28.6523,2,1,62.5058,13.0108,27,84,57,42.0156,42.7594,514,0,1
Q3,Q3_3ZnxqCZ7qGg_0,Q3,Q4,Q3,0.0817959,0.0960926,0.436696,0.385415,0.1,0,0.406667,0.493333,0.00829249,0.0491129,0.655656,0.286939,15,216,37.5924,2,1,56.9889,5.51786,48,69,21,28.6722,29.8407,180,0,1
Q4,Q4_DvIH5yUrboc_2,Q4,Q4,Q4,0.0121951,0.0225705,0.228817,0.736417,0.1,0.025,0.25,0.625,0.00474465,0.0113573,0.281993,0.701906,15,624,39.7617,2,1,56.8176,8.84882,37,79,42,21.3801,22.5371,592,0,1
Q1,Q1_wnB2cjd6zbE_0,Q2,Q2,Q2,0.410156,0.543766,0.0279752,0.0181025,0.333333,0.441667,0.025,0.2,0.182803,0.759982,0.034289,0.0229265,15,880,39.3516,2,1,62.3094,8.59787,29,78,49,33.4041,34.0359,834,0,1
Q1,Q1_e838BE_MH6s_3,Q2,Q1,Q1,0.409393,0.571547,0.00984998,0.00920934,0.652381,0.347619,0,0,0.5338,0.465945,0.000133779,0.000121871,15,866,29.9818,2,1,65.2655,16.0351,28,102,74,45.0943,46.4229,806,0,1
Q2,Q2_qlbazHayULg_4,Q2,Q2,Q2,0.403909,0.573648,0.0114157,0.0110271,0.307143,0.592857,0.1,0,0.194414,0.798766,0.00541813,0.00140175,15,818,39.8724,2,1,54.9122,13.7493,26,100,74,38.7886,39.6761,752,0,1
Q3,Q3_ilCcZpD39HU_4,Q4,Q4,Q4,0.0203268,0.0321411,0.30013,0.647402,0,0.05,0.15,0.8,0.00645745,0.033894,0.338709,0.62094,15,484,38.2526,2,1,53.7913,6.76206,36,74,38,22.65,23.7206,460,0,1
Q3,Q3_zjr_-ql5Avk_0,Q4,Q3,Q4,0.00572577,0.0223088,0.340165,0.6318,0,0.15,0.525,0.325,0.000347406,0.00772094,0.351327,0.640605,15,138,39.0417,2,1,60.9322,9.84645,42,76,34,24.6017,24.9687,118,0,1
Q3,Q3_X1p8xcarVu0_2,Q4,Q4,Q4,0.0172193,0.0211529,0.21335,0.748277,0.04,0,0.31,0.65,0.0168911,0.00635054,0.207498,0.76926,15,316,29.0117,2,1,65.3946,10.3591,40,94,54,27.1905,29.3269,294,0,1
Q1,Q1_PdwxeMPXOCk_2,Q2,Q2,Q1,0.411513,0.559813,0.0150953,0.0135787,0.499048,0.500952,0,0,0.675817,0.323763,0.000247244,0.000172232,15,784,29.9622,2,1,64.8039,18.9678,31,101,70,45.9916,46.6754,714,0,1
Q1,Q1_8rupdevqfuI_2,Q1,Q1,Q1,0.423798,0.356796,0.072237,0.147169,0.815,0.13,0,0.055,0.63046,0.123074,0.052053,0.194413,15,426,29.9922,2,1,62.4545,11.7693,34,87,53,34.3333,35.914,396,0,1
Q3,Q3_pbVGv_g4n50_0,Q3,Q3,Q3,0.0622032,0.0887357,0.524516,0.324545,0.0166667,0,0.93,0.0533333,7.93956e-05,0.000519499,0.966312,0.0330891,15,176,39.9922,2,1,78.3095,7.36715,67,96,29,29.994,31.6327,168,0,1
Q4,Q4_NP0lwB-_-og_0,Q4,Q4,Q4,0.0974108,0.16974,0.18915,0.543699,0.1,0,0.1,0.8,0.0653362,0.211005,0.321403,0.402256,15,360,39.8516,2,1,60.8608,11.5104,29,83,54,30.3987,32.4029,316,0,1
Q4,Q4_a5QCcwEjxAk_0,Q4,Q4,Q4,0.00396103,0.0141451,0.22166,0.760234,0,0.04,0.14,0.82,0.000799238,0.0116219,0.234303,0.753276,15,354,48.5221,2,1,59.3741,9.90894,38,81,43,25.1054,26.6117,294,0,1
Q2,Q2_ivCNV47tsRw_0,Q2,Q2,Q2,0.34357,0.624328,0.0183436,0.013759,0.05,0.9,0.05,0,0.0734053,0.923327,0.00198623,0.00128137,15,966,39.362,2,1,47.1253,14.348,29,80,51,38.922,39.3884,910,0,1
Q2,Q2_9v2WSpn4FCw_1,Q2,Q2,Q2,0.364784,0.621826,0.00569415,0.00769615,0.1,0.85,0.05,0,0.332662,0.666243,0.000565234,0.000530207,15,924,36.8724,2,1,54.4846,15.312,27,77,50,42.727,43.6949,846,0,1
Q2,Q2_qlbazHayULg_0,Q2,Q2,Q2,0.246275,0.58526,0.0862699,0.0821944,0.05,0.825,0.05,0.075,0.032948,0.966018,0.000235393,0.000798224,15,1586,57.9622,2,1,55.8413,10.1762,26,76,50,39.008,39.722,1500,0,1
Q2,Q2_5CEAeMiXKaA_0,Q4,Q3,Q4,0.175727,0.0711565,0.231953,0.521163,0.12,0,0.47,0.41,0.259753,0.0688273,0.171335,0.500085,15,456,29.9922,2,1,66.0053,10.091,48,84,36,30.4358,30.9229,374,0,1
Q1,Q1_e838BE_MH6s_2,Q2,Q2,Q1,0.412897,0.563774,0.0103692,0.0129599,0.366667,0.633333,0,0,0.510415,0.489373,9.03233e-05,0.000121751,15,734,29.9922,2,1,62.044,16.9118,24,98,74,47.5733,48.2713,682,0,1
Q4,Q4_DvIH5yUrboc_1,Q4,Q4,Q4,0.0206542,0.0356538,0.247673,0.696019,0,0,0.426667,0.573333,0.0039385,0.018401,0.275864,0.701797,15,740,39.9922,2,1,56.3775,7.96952,41,80,39,22.0268,23.127,710,0,1
Q1,Q1_WpZ1rWHOCAQ_0,Q1,Q1,Q1,0.496527,0.453093,0.0154245,0.0349559,0.83,0.0366667,0.0333333,0.1,0.744474,0.25004,0.00130821,0.00417791,15,346,19.9922,2,1,60.6959,16.0016,26,82,56,42.4561,42.9191,296,0,1
Q3,Q3_IH2KrGjKXw0_0,Q4,Q3,Q3,0.0105286,0.0367159,0.364437,0.588318,0,0.156667,0.449167,0.394167,9.54377e-05,0.0212954,0.540385,0.438224,15,330,59.6523,2,1,60.155,10.4947,37,73,36,25.4535,27.0601,258,0,1
Q3,Q3_Ie5koh4qvJc_2,Q4,Q3,Q3,0.00275255,0.00796638,0.365884,0.623397,0,0,0.65,0.35,0.000535193,0.00341673,0.682867,0.313181,15,338,46.9219,2,1,66.2966,13.5892,42,95,53,26.4552,28.3207,290,0,1
Q4,Q4_--2B4d4lQhs_3,Q1,Q1,Q1,0.478702,0.472319,0.0152696,0.0337087,0.458333,0.391667,0,0.15,0.809868,0.12854,0.0151295,0.0464631,15,400,29.9922,2,1,58.7349,10.6395,33,81,48,41.7801,42.5906,332,0,1
Q2,Q2_kKFwiXKlhC8_0,Q1,Q2,Q1,0.402031,0.402777,0.0805617,0.114631,0.183333,0.38,0.331111,0.105556,0.551218,0.369137,0.0420797,0.0375659,15,584,49.9922,2,1,70.0576,10.9975,38,86,48,45.7387,46.17,486,0,1
Q3,Q3_DYBBfpEx-JI_4,Q1,Q1,Q2,0.449238,0.476376,0.0338257,0.0405608,0.608333,0.291667,0,0.1,0.338127,0.640591,0.0144638,0.00681874,15,446,39.9323,2,1,63.0314,17.5738,26,94,68,46.356,47.0367,382,0,1
Q4,Q4_rDhbGjFlKF8_1,Q4,Q4,Q4,0.00311929,0.0126597,0.229292,0.754929,0,0.1,0.1,0.8,0.00143833,0.0151261,0.238564,0.744872,15,320,39.5117,2,1,63.3037,9.45054,38,81,43,24.237,25.4908,270,0,1
Q2,Q2_jIKX3ShvLxo_2,Q2,Q2,Q2,0.291879,0.697041,0.00554747,0.00553228,0.05,0.95,0,0,0.0371934,0.962475,0.000182417,0.000148739,15,1130,38.9622,2,1,54.1654,14.4298,26,93,67,39.8141,40.4227,1076,0,1
Q3,Q3_FOcdHIhI0_s_0,Q3,Q4,Q3,0.10229,0.197619,0.426231,0.27386,0.2,0.2,0.125,0.475,4.30021e-08,0.000762897,0.622044,0.377193,15,212,109.992,2,1,64.4545,11.2122,38,95,57,38.0649,38.5679,154,0,1
Q1,Q1_FfwKrQyQ7WU_1,Q1,Q1,Q1,0.412046,0.441671,0.0810957,0.0651871,0.633333,0.344167,0,0.0225,0.582296,0.219952,0.112478,0.0852737,15,550,38.3815,2,1,54.8207,11.8407,31,78,47,32.5936,33.4605,502,0,1
Q1,Q1_Wy2-my19YnY_0,Q1,Q1,Q1,0.460844,0.524029,0.00573175,0.00939561,0.633333,0.366667,0,0,0.691459,0.307765,0.000195842,0.000580085,15,616,29.9922,2,1,65.1573,14.7867,26,93,67,46.8024,47.2482,572,0,1
Q2,Q2_1EDThWjNxOI_0,Q1,Q1,Q1,0.353038,0.123962,0.178641,0.34436,0.633333,0.0766667,0.236667,0.0533333,0.408283,0.14706,0.146785,0.297872,15,296,27.9518,2,1,68.7293,10.1335,44,83,39,33.9023,35.1315,266,0,1
Q3,Q3_zvWX_dwQPtU_2,Q3,Q3,Q1,0.297845,0.359097,0.245571,0.0974875,0.2,0.233333,0.5,0.0666667,0.458596,0.258838,0.208769,0.0737972,15,626,29.9922,2,1,71.2119,14.2899,34,101,67,30.6308,32.4017,604,0,1
Q3,Q3_H6_7DjsbROQ_1,Q4,Q4,Q4,0.00677776,0.0158397,0.290028,0.687354,0,0,0.46,0.54,0.00137932,0.00620626,0.362387,0.630027,15,486,39.9922,2,1,56.0987,8.348,41,76,35,20.1373,21.4616,466,0,1
Q3,Q3_Ie5koh4qvJc_23,Q4,Q4,Q4,0.0433405,0.0804069,0.240381,0.635872,0,0,0.12,0.88,0.022981,0.0825509,0.230797,0.663671,15,516,49.0221,2,1,59.2078,6.48443,35,77,42,27.9416,29.2122,462,0,1
Q1,Q1_Fc1qk52SaKY_1,Q2,Q2,Q1,0.435554,0.539448,0.0146291,0.0103681,0.333333,0.666667,0,0,0.500376,0.471098,0.0212828,0.00724273,15,700,39.8125,2,1,58.7156,15.1337,27,85,58,34.4391,35.3821,640,0,1
Q3,Q3_zMa78n8ULtE_0,Q4,Q3,Q3,0.0199507,0.0583187,0.323553,0.598177,0,0,0.9875,0.0125,0.00148114,0.0923338,0.736969,0.169216,15,252,49.9922,2,1,64.8803,13.203,24,89,65,26.4274,27.8561,234,0,1
Q3,Q3_ldCQ6N9G6Mk_4,Q1,Q1,Q1,0.410471,0.462793,0.0658378,0.0608981,0.625,0.125,0.2,0.05,0.525878,0.193682,0.157114,0.123326,15,476,37.6719,2,1,61.4201,14.0739,35,96,61,39.4452,40.6045,438,0,1
Q2,Q2_JMt4m608s3k_0,Q2,Q1,Q1,0.426222,0.518922,0.0180144,0.0368418,0.585714,0.35,0,0.0642857,0.521154,0.473003,0.00273666,0.00310702,15,644,38.1016,2,1,50.8741,11.8596,26,69,43,45.9336,46.8711,572,0,1
Q2,Q2_yrvKReuwVlY_1,Q1,Q1,Q1,0.497336,0.431947,0.0207875,0.0499298,0.458333,0.3,0.116667,0.125,0.800086,0.189699,0.00222835,0.00798655,15,312,19.7214,2,1,66.2466,11.6103,34,82,48,44.7226,46.3514,292,0,1
Q1,Q1__SJQaaRzD-A_0,Q1,Q1,Q1,0.45599,0.472043,0.0187861,0.053181,0.7,0.166667,0,0.133333,0.6843,0.180103,0.0223432,0.113254,15,414,29.9922,2,1,56.7935,10.1235,29,82,53,37.4022,37.9438,368,0,1
Q4,Q4_nGkpcWNAxDU_0,Q4,Q3,Q3,0.0409199,0.0706407,0.367937,0.520502,0,0,0.864286,0.135714,0.0131178,0.0829364,0.724043,0.179903,15,524,49.9922,2,1,61.4039,14.9089,29,92,63,24.6108,27.3536,406,0,1
Q4,Q4_UpHutdJvZMI_2,Q4,Q4,Q4,0.0115104,0.0203825,0.24692,0.721187,0.22,0.02,0.183333,0.576667,0.0141994,0.00747164,0.153939,0.82439,15,496,29.9922,2,1,63.2444,11.2544,38,91,53,23.4111,25.107,450,0,1
Q4,Q4_rW1I58_lMEg_2,Q4,Q4,Q4,0.0146947,0.0271764,0.26463,0.693499,0,0,0.13,0.87,0.0060506,0.0085653,0.155246,0.830138,15,438,29.9922,2,1,55.2602,9.24786,32,75,43,19.6352,22.2896,392,0,1
Q2,Q2_k4lT-sXg3iI_0,Q1,Q1,Q2,0.406297,0.430462,0.0926552,0.0705857,0.552381,0.283333,0.05,0.114286,0.280391,0.611419,0.0900889,0.018101,15,530,39.9922,2,1,53.873,5.38089,38,64,26,38.5337,39.2953,504,0,1
Q2,Q2_Ie5koh4qvJc_9,Q4,Q3,Q4,0.0844395,0.201298,0.303282,0.410981,0.2,0.180952,0.519048,0.1,0.00868337,0.0592653,0.269041,0.663011,15,1010,79.6914,2,1,58.3161,9.63197,33,79,46,28.4597,29.4957,968,0,1
Q4,Q4_VCSDjQxAJzc_1,Q4,Q4,Q4,0.0212969,0.0332924,0.229709,0.715702,0.05,0.05,0.1,0.8,0.0408844,0.0196278,0.124142,0.815346,15,422,29.9922,2,1,56.0638,10.2484,36,79,43,23.8431,25.2711,376,0,1
Q1,Q1_6kRPHamGDSo_3,Q1,Q1,Q1,0.487401,0.485172,0.00887861,0.0185476,0.6,0.333333,0.0666667,0,0.882716,0.106492,0.00194877,0.00884302,15,466,26.5221,2,1,60.799,12.0681,35,83,48,44.6316,45.4574,418,0,1
Q3,Q3_0c2dTJTDUR4_0,Q1,Q1,Q1,0.365804,0.365978,0.169666,0.0985514,0.605714,0.15,0.06,0.184286,0.419726,0.321227,0.174722,0.0843247,15,202,29.9922,2,1,51.6585,10.0003,28,64,36,36.6646,37.51,164,0,1
Q4,Q4_DX1IK3z1w10_0,Q1,Q1,Q1,0.42974,0.425537,0.0738674,0.0708558,0.69,0.1,0.12,0.09,0.636939,0.183659,0.104227,0.075176,15,504,39.9922,2,1,60.03,9.41168,37,77,40,36.2232,37.5492,466,0,1
Q3,Q3_zvWX_dwQPtU_0,Q4,Q4,Q4,0.0100107,0.0293436,0.200434,0.760211,0.0666667,0,0.383333,0.55,0.00616024,0.0254894,0.275672,0.692678,15,436,49.9922,2,1,57.6616,10.6022,33,84,51,25.5985,27.7514,396,0,1
Q4,Q4_vJ77eDxHezE_0,Q4,Q1,Q3,0.0970447,0.115375,0.373141,0.414439,0.41,0.1,0.358333,0.131667,0.158306,0.0708349,0.469975,0.300884,15,714,38.0221,2,1,66.0615,14.2648,41,93,52,27.3138,29.4704,650,0,1
Q3,Q3_1Q3MoBFh6eU_0,Q3,Q3,Q3,0.0124765,0.0263833,0.543949,0.417191,0,0.1,0.683333,0.216667,0.000221771,0.00196264,0.867872,0.129944,15,454,48.7122,2,1,76.3302,11.3918,52,96,44,26.1085,28.6471,424,0,1
Q4,Q4_CkjAksZstEA_0,Q3,Q4,Q4,0.0876283,0.0907392,0.398176,0.423456,0.1,0,0.34,0.56,0.0302108,0.0735456,0.341659,0.554584,15,246,29.9922,2,1,59.0784,4.08936,47,71,24,27.7206,28.3284,204,0,1
Q1,Q1_zHwJG8Rrx6c_2,Q2,Q1,Q1,0.423481,0.551027,0.011746,0.0137462,0.8,0.2,0,0,0.684407,0.289999,0.0107078,0.014887,15,736,39.9922,2,1,63.1715,10.9178,36,87,51,38.9564,39.5459,688,0,1
Q4,Q4_f2b4kpdw7_c_0,Q4,Q3,Q4,0.00299479,0.0146746,0.345772,0.636558,0,0.0833333,0.5,0.416667,4.26995e-05,0.003273,0.335047,0.661637,15,356,48.8516,2,1,64.0573,7.48011,39,79,40,20.3312,21.2391,314,0,1
Q4,Q4_E6MARl3zjnQ_0,Q4,Q4,Q4,0.00947895,0.0223536,0.266599,0.701568,0,0.0583333,0.214286,0.727381,0.000634615,0.0109714,0.390283,0.598111,15,668,59.9922,2,1,63.9422,9.86485,34,80,46,22.1973,23.5162,588,0,1
Q1,Q1_mX-xs3OVhTs_0,Q1,Q1,Q1,0.477346,0.471962,0.0144903,0.0362016,0.746667,0.02,0,0.233333,0.628484,0.320345,0.0180466,0.0331235,15,404,29.9922,2,1,61.791,13.7462,28,83,55,38.3898,39.6639,354,0,1
Q2,Q2_--2B4d4lQhs_1,Q2,Q2,Q2,0.361348,0.46902,0.08962,0.0800121,0.408333,0.591667,0,0,0.106332,0.893666,1.55444e-06,6.77952e-07,15,1706,39.7721,2,1,68.647,18.1627,28,101,73,47.6986,48.2537,1626,0,1
Q2,Q2_epX33OVpkmA_0,Q2,Q2,Q2,0.278711,0.614396,0.0430604,0.0638327,0.258333,0.741667,0,0,0.0126209,0.987261,6.80635e-05,5.01001e-05,15,1092,49.9922,2,1,44.9723,13.5206,23,87,64,46.8208,47.9582,1010,0,1
Q4,Q4_Tjno89OVuRI_1,Q4,Q4,Q4,0.0132393,0.0307426,0.241619,0.714399,0.04,0,0.442857,0.517143,0.0137487,0.0567549,0.290428,0.639069,15,476,49.6523,2,1,67.3134,8.70048,35,88,53,29.2051,30.8248,434,0,1
Q1,Q1_jziI_cuN_H8_1,Q2,Q1,Q2,0.39042,0.589396,0.00900173,0.0111817,0.533333,0.466667,0,0,0.437027,0.562786,9.89422e-05,8.76291e-05,15,790,29.9922,2,1,61.1421,18.7457,26,94,68,46.3415,47.2958,732,0,1
Q1,Q1_ANZf1QXsNrY_0,Q1,Q2,Q2,0.433357,0.484568,0.0537361,0.0283394,0.277778,0.422222,0.3,0,0.307847,0.670088,0.0188489,0.00321632,15,562,39.9922,2,1,70.6275,16.7728,26,101,75,41.1882,42.2856,510,0,1
Q1,Q1_7yW9c7t8Hq0_2,Q1,Q1,Q1,0.460689,0.524225,0.00425687,0.010829,0.575,0.425,0,0,0.686409,0.309794,0.00028125,0.00351597,15,536,19.9922,2,1,61.5754,12.4062,29,91,62,43.4861,44.2871,504,0,1
Q4,Q4_ltxNPJda7zE_1,Q1,Q3,Q1,0.440984,0.350805,0.0799293,0.128282,0.283333,0.156667,0.46,0.1,0.515208,0.0774757,0.140947,0.266369,15,274,29.9922,2,1,60.6535,11.5935,38,88,50,40.6378,41.8285,254,0,1
Q4,Q4_V_jbWvQNh5c_1,Q4,Q4,Q4,0.0495721,0.0509402,0.34548,0.554008,0,0,0.265,0.735,0.0317082,0.0428534,0.285147,0.640291,15,222,29.9922,2,1,59.8481,7.31822,42,73,31,27.981,28.8842,158,0,1
Q1,Q1_GY3f6ckBVkA_0,Q3,Q3,Q1,0.279166,0.193224,0.303605,0.224004,0.15,0.3,0.4,0.15,0.878422,0.0440779,0.0498719,0.027628,15,440,19.2018,2,1,77.4266,10.5915,61,100,39,39.3739,40.4403,436,0,1
